Zone,Allee,Deplacement,Niveau,longueur,largeur,hauteur,PoidsLimiteTotal
S,8,366,1,39,19,30,30
S,8,366,2,39,19,30,30
S,8,366,3,39,19,30,30
S,8,366,4,39,19,30,30
S,8,366,5,39,19,30,30
S,8,366,6,39,19,30,30
S,8,367,2,60,57,30,30
S,8,367,5,60,19,30,30
S,8,368,2,39,19,30,30
S,8,368,3,39,19,30,30
S,8,368,4,39,38,30,30
S,8,368,5,39,19,30,30
S,8,368,6,39,19,30,30
S,8,369,5,60,19,30,30
S,8,369,6,60,19,30,30
S,8,370,1,39,19,30,30
S,8,370,2,39,19,30,30
S,8,370,6,39,19,30,30
S,8,371,4,60,19,30,30
S,8,371,5,60,19,30,30
S,8,372,1,39,57,30,30
S,8,372,2,39,19,30,30
S,8,372,3,39,19,30,30
S,8,372,5,39,38,30,30
S,8,372,6,39,19,30,30
S,8,373,2,60,19,30,30
S,8,373,3,60,19,30,30
S,8,373,4,60,19,30,30
S,8,373,5,60,19,30,30
S,8,374,2,39,19,30,30
S,8,374,3,39,19,30,30
S,8,374,4,39,19,30,30
S,8,374,6,39,19,30,30
S,8,375,1,60,19,30,30
S,8,375,2,60,19,30,30
S,8,375,3,60,19,30,30
S,8,375,5,60,19,30,30
S,8,375,6,60,19,30,30
S,8,376,2,39,19,30,30
S,8,376,3,39,19,30,30
S,8,376,4,39,19,30,30
S,8,376,5,39,19,30,30
S,8,377,1,60,19,30,30
S,8,377,2,60,38,30,30
S,8,377,3,60,38,30,30
S,8,377,4,60,38,30,30
S,8,377,5,60,19,30,30
S,8,377,6,60,19,30,30
S,8,378,1,39,19,30,30
S,8,378,2,39,19,30,30
S,8,378,3,39,19,30,30
S,8,378,4,39,19,30,30
S,8,378,5,39,19,30,30
S,8,379,6,60,19,30,30
S,8,380,1,39,19,30,30
S,8,380,2,39,19,30,30
S,8,380,4,39,19,30,30
S,8,380,5,39,19,30,30
S,8,381,2,60,19,30,30
S,8,381,3,60,19,30,30
S,8,381,4,60,57,30,30
S,8,381,5,60,19,30,30
S,8,382,2,39,19,30,30
S,8,382,3,39,19,30,30
S,8,382,4,39,19,30,30
S,8,382,5,39,19,30,30
S,8,382,6,39,19,30,30
S,8,383,3,60,38,30,30
S,8,383,5,60,19,30,30
S,8,383,6,60,19,30,30
S,8,384,1,39,19,30,30
S,8,384,2,39,19,30,30
S,8,384,3,39,19,30,30
S,8,384,4,39,19,30,30
S,8,384,5,39,19,30,30
S,8,384,6,39,19,30,30
S,8,385,5,60,19,30,30
S,8,386,1,39,19,30,30
S,8,386,2,39,19,30,30
S,8,386,3,39,38,30,30
S,8,386,4,39,38,30,30
S,8,386,5,39,19,30,30
S,8,386,6,39,19,30,30
S,8,387,2,60,19,30,30
S,8,387,3,60,19,30,30
S,8,387,4,60,19,30,30
S,8,387,5,60,19,30,30
S,8,388,1,39,19,30,30
S,8,388,5,39,57,30,30
S,8,388,6,39,19,30,30
S,8,389,1,60,38,30,30
S,8,389,2,60,38,30,30
S,8,389,3,60,38,30,30
S,8,389,4,60,38,30,30
S,8,389,5,60,19,30,30
S,8,389,6,60,38,30,30
S,8,390,1,39,19,30,30
S,8,390,2,39,38,30,30
S,8,390,3,39,19,30,30
S,8,390,4,39,19,30,30
S,8,390,6,39,19,30,30
S,8,392,4,39,19,30,30
S,8,393,2,60,38,30,30
S,8,393,3,60,19,30,30
S,8,393,4,60,38,30,30
S,8,393,5,60,38,30,30
S,8,393,6,60,19,30,30
S,8,394,1,39,19,30,30
S,8,394,6,39,19,30,30
S,8,395,1,60,19,30,30
S,8,395,3,60,19,30,30
S,8,396,1,39,19,30,30
S,8,396,3,39,19,30,30
S,8,396,5,39,19,30,30
S,8,397,1,60,38,30,30
S,8,397,2,60,38,30,30
S,8,397,3,60,38,30,30
S,8,397,4,60,19,30,30
S,8,397,5,60,38,30,30
S,8,397,6,60,19,30,30
S,8,398,1,39,19,30,30
S,8,398,2,39,19,30,30
S,8,398,3,39,19,30,30
S,8,398,4,39,19,30,30
S,8,398,5,39,19,30,30
S,8,399,4,60,19,30,30
S,8,399,6,60,19,30,30
S,8,400,2,39,19,30,30
S,8,400,4,39,19,30,30
S,8,400,5,39,19,30,30
S,9,1,1,39,24,30,30
S,9,1,2,39,24,30,30
S,9,1,3,39,24,30,30
S,9,1,4,39,24,30,30
S,9,1,5,39,24,30,30
S,9,1,6,39,24,30,30
S,9,2,1,39,24,30,30
S,9,2,2,39,24,30,30
S,9,2,3,39,24,30,30
S,9,2,4,39,24,30,30
S,9,2,5,39,24,30,30
S,9,2,6,39,24,30,30
S,9,3,1,39,24,30,30
S,9,3,2,39,24,30,30
S,9,3,3,39,24,30,30
S,9,3,4,39,24,30,30
S,9,3,5,39,24,30,30
S,9,3,6,39,24,30,30
S,9,4,1,39,24,30,30
S,9,4,2,39,24,30,30
S,9,4,3,39,24,30,30
S,9,4,4,39,24,30,30
S,9,4,5,39,24,30,30
S,9,4,6,39,24,30,30
S,9,5,1,39,24,30,30
S,9,5,2,39,24,30,30
S,9,5,3,39,24,30,30
S,9,5,4,39,24,30,30
S,9,5,5,39,24,30,30
S,9,5,6,39,24,30,30
S,9,6,1,39,24,30,30
S,9,6,2,39,24,30,30
S,9,6,3,39,24,30,30
S,9,6,4,39,24,30,30
S,9,6,5,39,24,30,30
S,9,6,6,39,24,30,30
S,9,7,1,39,24,30,30
S,9,7,2,39,24,30,30
S,9,7,3,39,24,30,30
S,9,7,4,39,24,30,30
S,9,7,5,39,24,30,30
S,9,7,6,39,24,30,30
S,9,8,1,39,24,30,30
S,9,8,2,39,24,30,30
S,9,8,3,39,24,30,30
S,9,8,4,39,24,30,30
S,9,8,5,39,24,30,30
S,9,8,6,39,24,30,30
S,9,9,1,39,24,30,30
S,9,9,2,39,24,30,30
S,9,9,3,39,24,30,30
S,9,9,4,39,24,30,30
S,9,9,5,39,24,30,30
S,9,9,6,39,24,30,30
S,9,10,2,39,24,30,30
S,9,10,3,39,24,30,30
S,9,10,4,39,24,30,30
S,9,10,5,39,24,30,30
S,9,10,6,39,24,30,30
S,9,11,1,39,24,30,30
S,9,11,2,39,24,30,30
S,9,11,3,39,24,30,30
S,9,11,4,39,24,30,30
S,9,11,5,39,24,30,30
S,9,11,6,39,24,30,30
S,9,12,1,39,24,30,30
S,9,12,2,39,24,30,30
S,9,12,3,39,24,30,30
S,9,12,4,39,24,30,30
S,9,12,5,39,24,30,30
S,9,12,6,39,24,30,30
S,9,13,1,39,24,30,30
S,9,13,3,39,24,30,30
S,9,13,4,39,24,30,30
S,9,13,5,39,24,30,30
S,9,13,6,39,24,30,30
S,9,14,1,39,24,30,30
S,9,14,2,39,24,30,30
S,9,14,3,39,24,30,30
S,9,14,4,39,24,30,30
S,9,14,5,39,24,30,30
S,9,15,1,39,24,30,30
S,9,15,2,39,24,30,30
S,9,15,3,39,24,30,30
S,9,15,4,39,24,30,30
S,9,15,5,39,24,30,30
S,9,15,6,39,24,30,30
S,9,16,1,39,24,30,30
S,9,16,2,39,24,30,30
S,9,16,3,39,24,30,30
S,9,16,4,39,24,30,30
S,9,16,5,39,24,30,30
S,9,16,6,39,24,30,30
S,9,17,1,39,24,30,30
S,9,17,2,39,48,30,30
S,9,17,3,39,24,30,30
S,9,17,4,39,48,30,30
S,9,17,5,39,24,30,30
S,9,18,1,39,24,30,30
S,9,18,2,39,24,30,30
S,9,18,3,39,24,30,30
S,9,18,4,39,24,30,30
S,9,18,5,39,24,30,30
S,9,18,6,39,24,30,30
S,9,19,1,39,24,30,30
S,9,19,3,39,24,30,30
S,9,19,5,39,24,30,30
S,9,19,6,39,24,30,30
S,9,20,1,39,24,30,30
S,9,20,2,39,24,30,30
S,9,20,3,39,24,30,30
S,9,20,4,39,24,30,30
S,9,20,5,39,24,30,30
S,9,20,6,39,24,30,30
S,9,21,1,39,24,30,30
S,9,21,2,39,24,30,30
S,9,21,3,39,24,30,30
S,9,21,4,39,24,30,30
S,9,21,5,39,24,30,30
S,9,21,6,39,24,30,30
S,9,22,1,39,24,30,30
S,9,22,2,39,24,30,30
S,9,22,3,39,48,30,30
S,9,22,4,39,24,30,30
S,9,22,5,39,24,30,30
S,9,22,6,39,24,30,30
S,9,23,1,39,24,30,30
S,9,23,2,39,24,30,30
S,9,23,3,39,24,30,30
S,9,23,4,39,24,30,30
S,9,23,5,39,24,30,30
S,9,23,6,39,24,30,30
S,9,24,1,39,24,30,30
S,9,24,2,39,24,30,30
S,9,24,4,39,24,30,30
S,9,24,5,39,24,30,30
S,9,24,6,39,24,30,30
S,9,25,1,39,24,30,30
S,9,25,3,39,24,30,30
S,9,25,4,39,24,30,30
S,9,25,5,39,24,30,30
S,9,25,6,39,24,30,30
S,9,26,1,39,24,30,30
S,9,26,2,39,24,30,30
S,9,26,3,39,24,30,30
S,9,26,4,39,24,30,30
S,9,26,5,39,24,30,30
S,9,26,6,39,24,30,30
S,9,27,1,39,24,30,30
S,9,27,2,39,24,30,30
S,9,27,3,39,24,30,30
S,9,27,4,39,24,30,30
S,9,27,5,39,24,30,30
S,9,27,6,39,24,30,30
S,9,28,1,39,24,30,30
S,9,28,2,39,24,30,30
S,9,28,3,39,48,30,30
S,9,28,4,39,24,30,30
S,9,28,5,39,24,30,30
S,9,29,1,39,24,30,30
S,9,29,2,39,24,30,30
S,9,29,3,39,24,30,30
S,9,29,4,39,24,30,30
S,9,29,5,39,24,30,30
S,9,29,6,39,24,30,30
S,9,30,1,39,24,30,30
S,9,30,2,39,24,30,30
S,9,30,4,39,24,30,30
S,9,30,5,39,24,30,30
S,9,30,6,39,24,30,30
S,9,31,1,39,24,30,30
S,9,31,2,39,24,30,30
S,9,31,3,39,24,30,30
S,9,31,4,39,48,30,30
S,9,31,5,39,24,30,30
S,9,31,6,39,24,30,30
S,9,32,1,39,24,30,30
S,9,32,2,39,24,30,30
S,9,32,3,39,24,30,30
S,9,32,4,39,24,30,30
S,9,32,5,39,24,30,30
S,9,33,1,39,24,30,30
S,9,33,2,39,24,30,30
S,9,33,3,39,24,30,30
S,9,33,5,39,24,30,30
S,9,33,6,39,24,30,30
S,9,34,1,39,24,30,30
S,9,34,2,39,24,30,30
S,9,34,3,39,24,30,30
S,9,34,4,39,24,30,30
S,9,34,5,39,24,30,30
S,9,35,1,39,24,30,30
S,9,35,2,39,24,30,30
S,9,35,3,39,24,30,30
S,9,35,4,39,24,30,30
S,9,35,5,39,24,30,30
S,9,35,6,39,24,30,30
S,9,36,1,39,24,30,30
S,9,36,2,39,24,30,30
S,9,36,3,39,24,30,30
S,9,36,4,39,24,30,30
S,9,36,5,39,24,30,30
S,9,37,1,39,24,30,30
S,9,37,2,39,24,30,30
S,9,37,3,39,24,30,30
S,9,37,4,39,24,30,30
S,9,37,5,39,24,30,30
S,9,38,1,39,24,30,30
S,9,38,2,39,24,30,30
S,9,38,3,39,48,30,30
S,9,38,4,39,24,30,30
S,9,38,5,39,24,30,30
S,9,38,6,39,24,30,30
S,9,39,1,39,24,30,30
S,9,39,2,39,24,30,30
S,9,39,3,39,24,30,30
S,9,39,4,39,24,30,30
S,9,39,5,39,24,30,30
S,9,40,1,39,24,30,30
S,9,40,2,39,24,30,30
S,9,40,4,39,24,30,30
S,9,40,5,39,24,30,30
S,9,41,1,39,24,30,30
S,9,41,2,39,24,30,30
S,9,41,3,39,24,30,30
S,9,41,4,39,24,30,30
S,9,41,5,39,24,30,30
S,9,42,1,39,24,30,30
S,9,42,2,39,24,30,30
S,9,42,3,39,24,30,30
S,9,42,4,39,24,30,30
S,9,42,5,39,24,30,30
S,9,42,6,39,24,30,30
S,9,43,2,39,24,30,30
S,9,43,3,39,24,30,30
S,9,43,5,39,24,30,30
S,9,43,6,39,24,30,30
S,9,44,1,39,24,30,30
S,9,44,3,39,24,30,30
S,9,44,4,39,24,30,30
S,9,44,5,39,24,30,30
S,9,45,1,39,24,30,30
S,9,45,2,39,24,30,30
S,9,45,3,39,48,30,30
S,9,45,4,39,24,30,30
S,9,45,5,39,24,30,30
S,9,45,6,39,24,30,30
S,9,46,1,39,24,30,30
S,9,46,2,39,24,30,30
S,9,46,3,39,24,30,30
S,9,46,4,39,24,30,30
S,9,46,5,39,24,30,30
S,9,46,6,39,24,30,30
S,9,47,1,39,24,30,30
S,9,47,2,39,24,30,30
S,9,47,4,39,24,30,30
S,9,47,5,39,24,30,30
S,9,47,6,39,24,30,30
S,9,48,1,39,24,30,30
S,9,48,2,39,24,30,30
S,9,48,3,39,48,30,30
S,9,48,4,39,48,30,30
S,9,48,5,39,24,30,30
S,9,49,1,39,24,30,30
S,9,49,2,39,24,30,30
S,9,49,3,39,24,30,30
S,9,49,5,39,24,30,30
S,9,49,6,39,24,30,30
S,9,50,1,39,24,30,30
S,9,50,2,39,24,30,30
S,9,50,5,39,24,30,30
S,9,50,6,39,24,30,30
S,9,51,1,39,24,30,30
S,9,51,2,39,24,30,30
S,9,51,3,39,24,30,30
S,9,51,4,39,24,30,30
S,9,51,5,39,24,30,30
S,9,51,6,39,24,30,30
S,9,52,1,39,24,30,30
S,9,52,2,39,24,30,30
S,9,52,3,39,24,30,30
S,9,52,4,39,24,30,30
S,9,52,5,39,24,30,30
S,9,52,6,39,24,30,30
S,9,53,2,39,24,30,30
S,9,53,4,39,24,30,30
S,9,53,5,39,24,30,30
S,9,53,6,39,24,30,30
S,9,54,1,39,24,30,30
S,9,54,2,39,24,30,30
S,9,54,3,39,24,30,30
S,9,54,4,39,24,30,30
S,9,54,5,39,24,30,30
S,9,54,6,39,48,30,30
S,9,55,1,39,24,30,30
S,9,55,2,39,24,30,30
S,9,55,3,39,24,30,30
S,9,55,4,39,24,30,30
S,9,55,5,39,24,30,30
S,9,55,6,39,24,30,30
S,9,56,2,39,24,30,30
S,9,56,3,39,24,30,30
S,9,56,4,39,24,30,30
S,9,56,5,39,24,30,30
S,9,57,1,39,24,30,30
S,9,57,3,39,24,30,30
S,9,57,4,39,48,30,30
S,9,57,5,39,24,30,30
S,9,57,6,39,24,30,30
S,9,58,1,39,24,30,30
S,9,58,2,39,24,30,30
S,9,58,3,39,48,30,30
S,9,58,4,39,24,30,30
S,9,58,5,39,24,30,30
S,9,58,6,39,24,30,30
S,9,59,1,39,24,30,30
S,9,59,3,39,24,30,30
S,9,59,5,39,24,30,30
S,9,60,1,39,24,30,30
S,9,60,2,39,24,30,30
S,9,60,5,39,24,30,30
S,9,60,6,39,24,30,30
S,9,61,1,39,19,30,30
S,9,61,2,39,19,30,30
S,9,61,3,39,19,30,30
S,9,61,4,39,19,30,30
S,9,61,5,39,19,30,30
S,9,61,6,39,19,30,30
S,9,62,1,39,19,30,30
S,9,62,2,39,19,30,30
S,9,62,3,39,19,30,30
S,9,62,4,39,19,30,30
S,9,62,5,39,19,30,30
S,9,62,6,39,19,30,30
S,9,63,1,39,19,30,30
S,9,63,2,39,19,30,30
S,9,63,3,39,19,30,30
S,9,63,4,39,19,30,30
S,9,63,5,39,19,30,30
S,9,63,6,39,19,30,30
S,9,64,1,39,19,30,30
S,9,64,2,39,19,30,30
S,9,64,3,39,19,30,30
S,9,64,4,39,19,30,30
S,9,64,5,39,19,30,30
S,9,64,6,39,19,30,30
S,9,65,1,39,19,30,30
S,9,65,2,39,19,30,30
S,9,65,3,39,19,30,30
S,9,65,4,39,19,30,30
S,9,65,5,39,19,30,30
S,9,65,6,39,19,30,30
S,9,66,2,39,19,30,30
S,9,66,3,39,19,30,30
S,9,66,4,39,19,30,30
S,9,66,5,39,19,30,30
S,9,66,6,39,19,30,30
S,9,67,1,39,19,30,30
S,9,67,2,39,19,30,30
S,9,67,3,39,19,30,30
S,9,67,4,39,19,30,30
S,9,67,5,39,19,30,30
S,9,68,1,39,19,30,30
S,9,68,2,39,19,30,30
S,9,68,3,39,19,30,30
S,9,68,4,39,19,30,30
S,9,68,5,39,19,30,30
S,9,68,6,39,19,30,30
S,9,69,1,39,19,30,30
S,9,69,2,39,19,30,30
S,9,69,3,39,38,30,30
S,9,69,4,39,19,30,30
S,9,69,5,39,19,30,30
S,9,69,6,39,19,30,30
S,9,70,1,39,19,30,30
S,9,70,2,39,19,30,30
S,9,70,3,39,19,30,30
S,9,70,4,39,19,30,30
S,9,70,5,39,19,30,30
S,9,70,6,39,19,30,30
S,9,71,1,39,19,30,30
S,9,71,2,39,19,30,30
S,9,71,4,39,19,30,30
S,9,71,5,39,19,30,30
S,9,72,1,39,19,30,30
S,9,72,2,39,19,30,30
S,9,72,3,39,19,30,30
S,9,72,4,39,19,30,30
S,9,72,5,39,19,30,30
S,9,73,1,39,19,30,30
S,9,73,2,39,19,30,30
S,9,73,3,39,19,30,30
S,9,73,4,39,19,30,30
S,9,73,5,39,19,30,30
S,9,73,6,39,19,30,30
S,9,74,1,39,19,30,30
S,9,74,2,39,19,30,30
S,9,74,3,39,19,30,30
S,9,74,4,39,19,30,30
S,9,74,5,39,19,30,30
S,9,75,1,39,19,30,30
S,9,75,2,39,19,30,30
S,9,75,3,39,19,30,30
S,9,75,4,39,19,30,30
S,9,75,5,39,19,30,30
S,9,75,6,39,19,30,30
S,9,76,1,39,19,30,30
S,9,76,2,39,19,30,30
S,9,76,3,39,19,30,30
S,9,76,4,39,19,30,30
S,9,76,5,39,19,30,30
S,9,76,6,39,19,30,30
S,9,77,2,39,19,30,30
S,9,77,3,39,19,30,30
S,9,77,4,39,19,30,30
S,9,77,5,39,19,30,30
S,9,77,6,39,19,30,30
S,9,78,1,39,19,30,30
S,9,78,2,39,19,30,30
S,9,78,3,39,19,30,30
S,9,78,4,39,19,30,30
S,9,78,5,39,19,30,30
S,9,79,1,39,19,30,30
S,9,79,2,39,19,30,30
S,9,79,3,39,19,30,30
S,9,79,4,39,19,30,30
S,9,79,5,39,19,30,30
S,9,79,6,39,19,30,30
S,9,80,1,39,19,30,30
S,9,80,2,39,19,30,30
S,9,80,3,39,19,30,30
S,9,80,4,39,19,30,30
S,9,80,5,39,19,30,30
S,9,80,6,39,19,30,30
S,9,81,2,39,19,30,30
S,9,81,3,39,19,30,30
S,9,81,4,39,19,30,30
S,9,81,6,39,19,30,30
S,9,82,2,39,19,30,30
S,9,82,3,39,38,30,30
S,9,82,4,39,19,30,30
S,9,82,5,39,19,30,30
S,9,82,6,39,19,30,30
S,9,83,1,39,19,30,30
S,9,83,2,39,19,30,30
S,9,83,3,39,19,30,30
S,9,83,4,39,19,30,30
S,9,83,6,39,19,30,30
S,9,84,1,39,19,30,30
S,9,84,2,39,19,30,30
S,9,84,4,39,19,30,30
S,9,84,5,39,19,30,30
S,9,84,6,39,19,30,30
S,9,85,1,39,19,30,30
S,9,85,2,39,19,30,30
S,9,85,3,39,19,30,30
S,9,85,4,39,19,30,30
S,9,85,5,39,19,30,30
S,9,85,6,39,19,30,30
S,9,86,1,39,19,30,30
S,9,86,2,39,19,30,30
S,9,86,3,39,19,30,30
S,9,86,4,39,19,30,30
S,9,86,5,39,19,30,30
S,9,87,1,39,19,30,30
S,9,87,3,39,19,30,30
S,9,87,4,39,19,30,30
S,9,87,5,39,19,30,30
S,9,87,6,39,19,30,30
S,9,88,1,39,19,30,30
S,9,88,2,39,19,30,30
S,9,88,3,39,19,30,30
S,9,88,4,39,19,30,30
S,9,88,5,39,19,30,30
S,9,88,6,39,19,30,30
S,9,89,1,39,19,30,30
S,9,89,2,39,19,30,30
S,9,89,3,39,19,30,30
S,9,89,4,39,19,30,30
S,9,89,5,39,19,30,30
S,9,89,6,39,19,30,30
S,9,90,1,39,19,30,30
S,9,90,2,39,19,30,30
S,9,90,3,39,19,30,30
S,9,90,4,39,19,30,30
S,9,90,5,39,19,30,30
S,9,91,1,39,19,30,30
S,9,91,2,39,19,30,30
S,9,91,3,39,19,30,30
S,9,91,4,39,19,30,30
S,9,91,5,39,19,30,30
S,9,91,6,39,19,30,30
S,9,92,1,39,19,30,30
S,9,92,2,39,19,30,30
S,9,92,3,39,19,30,30
S,9,92,4,39,38,30,30
S,9,92,5,39,19,30,30
S,9,92,6,39,19,30,30
S,9,93,1,39,19,30,30
S,9,93,3,39,38,30,30
S,9,93,4,39,19,30,30
S,9,93,5,39,19,30,30
S,9,93,6,39,19,30,30
S,9,94,1,39,19,30,30
S,9,94,2,39,19,30,30
S,9,94,3,39,19,30,30
S,9,94,5,39,19,30,30
S,9,95,4,39,19,30,30
S,9,95,5,39,19,30,30
S,9,96,1,39,19,30,30
S,9,96,2,39,19,30,30
S,9,96,3,39,19,30,30
S,9,96,4,39,19,30,30
S,9,96,5,39,19,30,30
S,9,96,6,39,19,30,30
S,9,97,1,39,19,30,30
S,9,97,2,39,19,30,30
S,9,97,3,39,19,30,30
S,9,97,4,39,19,30,30
S,9,97,5,39,19,30,30
S,9,98,1,39,19,30,30
S,9,98,2,39,19,30,30
S,9,98,3,39,19,30,30
S,9,98,4,39,19,30,30
S,9,98,5,39,19,30,30
S,9,99,1,39,19,30,30
S,9,99,2,39,19,30,30
S,9,99,3,39,19,30,30
S,9,99,4,39,19,30,30
S,9,99,5,39,19,30,30
S,9,100,1,39,19,30,30
S,9,100,2,39,19,30,30
S,9,100,3,39,19,30,30
S,9,100,4,39,19,30,30
S,9,100,5,39,19,30,30
S,9,101,1,39,19,30,30
S,9,101,2,39,19,30,30
S,9,101,3,39,19,30,30
S,9,101,4,39,19,30,30
S,9,101,5,39,19,30,30
S,9,102,1,39,19,30,30
S,9,102,2,39,19,30,30
S,9,102,3,39,19,30,30
S,9,102,4,39,19,30,30
S,9,102,5,39,19,30,30
S,9,103,1,39,19,30,30
S,9,103,2,39,38,30,30
S,9,103,3,39,19,30,30
S,9,103,4,39,19,30,30
S,9,103,5,39,19,30,30
S,9,103,6,39,19,30,30
S,9,104,1,39,19,30,30
S,9,104,2,39,19,30,30
S,9,104,3,39,19,30,30
S,9,104,4,39,19,30,30
S,9,105,1,39,19,30,30
S,9,105,3,39,19,30,30
S,9,105,4,39,19,30,30
S,9,105,5,39,19,30,30
S,9,105,6,39,19,30,30
S,9,106,1,39,19,30,30
S,9,106,2,39,19,30,30
S,9,106,3,39,19,30,30
S,9,106,4,39,19,30,30
S,9,106,5,39,19,30,30
S,9,107,1,39,19,30,30
S,9,107,3,39,19,30,30
S,9,107,4,39,19,30,30
S,9,107,5,39,19,30,30
S,9,107,6,39,19,30,30
S,9,108,1,39,19,30,30
S,9,108,2,39,19,30,30
S,9,108,4,39,19,30,30
S,9,108,5,39,19,30,30
S,9,108,6,39,19,30,30
S,9,109,1,39,19,30,30
S,9,109,2,39,19,30,30
S,9,109,3,39,19,30,30
S,9,109,4,39,19,30,30
S,9,109,5,39,19,30,30
S,9,109,6,39,19,30,30
S,9,110,1,39,19,30,30
S,9,110,2,39,19,30,30
S,9,110,3,39,19,30,30
S,9,110,4,39,19,30,30
S,9,110,5,39,19,30,30
S,9,110,6,39,19,30,30
S,9,111,1,39,19,30,30
S,9,111,2,39,19,30,30
S,9,111,3,39,19,30,30
S,9,111,4,39,19,30,30
S,9,111,5,39,19,30,30
S,9,111,6,39,19,30,30
S,9,112,1,39,19,30,30
S,9,112,2,39,19,30,30
S,9,112,3,39,19,30,30
S,9,112,4,39,19,30,30
S,9,112,5,39,19,30,30
S,9,113,1,39,19,30,30
S,9,113,2,39,19,30,30
S,9,113,3,39,19,30,30
S,9,113,4,39,19,30,30
S,9,113,5,39,19,30,30
S,9,113,6,39,19,30,30
S,9,114,1,39,19,30,30
S,9,114,2,39,19,30,30
S,9,114,3,39,19,30,30
S,9,114,4,39,19,30,30
S,9,114,5,39,19,30,30
S,9,114,6,39,19,30,30
S,9,115,1,39,19,30,30
S,9,115,2,39,19,30,30
S,9,115,3,39,19,30,30
S,9,115,4,39,19,30,30
S,9,115,5,39,19,30,30
S,9,115,6,39,19,30,30
S,9,116,1,39,19,30,30
S,9,116,2,39,19,30,30
S,9,116,3,39,19,30,30
S,9,116,4,39,19,30,30
S,9,116,5,39,19,30,30
S,9,116,6,39,19,30,30
S,9,117,1,39,19,30,30
S,9,117,3,39,19,30,30
S,9,117,4,39,19,30,30
S,9,117,5,39,19,30,30
S,9,118,1,39,19,30,30
S,9,118,2,39,19,30,30
S,9,118,3,39,19,30,30
S,9,118,4,39,38,30,30
S,9,118,5,39,19,30,30
S,9,119,1,39,19,30,30
S,9,119,3,39,19,30,30
S,9,119,4,39,19,30,30
S,9,119,5,39,19,30,30
S,9,119,6,39,19,30,30
S,9,120,1,39,19,30,30
S,9,120,2,39,19,30,30
S,9,120,3,39,19,30,30
S,9,120,5,39,19,30,30
S,9,121,1,39,24,30,30
S,9,121,2,39,24,30,30
S,9,121,3,39,24,30,30
S,9,121,4,39,24,30,30
S,9,121,5,39,24,30,30
S,9,122,1,39,24,30,30
S,9,122,2,39,24,30,30
S,9,122,3,39,24,30,30
S,9,122,4,39,24,30,30
S,9,122,5,39,24,30,30
S,9,122,6,39,24,30,30
S,9,123,1,39,24,30,30
S,9,123,2,39,24,30,30
S,9,123,3,39,24,30,30
S,9,123,4,39,24,30,30
S,9,123,5,39,24,30,30
S,9,124,1,39,24,30,30
S,9,124,2,39,24,30,30
S,9,124,3,39,24,30,30
S,9,124,4,39,24,30,30
S,9,124,5,39,24,30,30
S,9,125,2,39,24,30,30
S,9,125,3,39,24,30,30
S,9,125,4,39,24,30,30
S,9,125,5,39,24,30,30
S,9,126,1,39,24,30,30
S,9,126,2,39,24,30,30
S,9,126,3,39,24,30,30
S,9,126,4,39,24,30,30
S,9,126,5,39,24,30,30
S,9,126,6,39,24,30,30
S,9,127,1,39,48,30,30
S,9,127,2,39,48,30,30
S,9,127,3,39,48,30,30
S,9,127,4,39,48,30,30
S,9,127,5,39,48,30,30
S,9,127,6,39,48,30,30
S,9,128,1,39,48,30,30
S,9,128,2,39,48,30,30
S,9,128,3,39,48,30,30
S,9,128,5,39,48,30,30
S,9,129,1,39,24,30,30
S,9,129,2,39,24,30,30
S,9,129,3,39,24,30,30
S,9,129,4,39,24,30,30
S,9,130,1,39,24,30,30
S,9,130,2,39,24,30,30
S,9,130,3,39,24,30,30
S,9,130,4,39,24,30,30
S,9,130,5,39,24,30,30
S,9,130,6,39,24,30,30
S,9,131,1,39,24,30,30
S,9,131,2,39,24,30,30
S,9,131,3,39,24,30,30
S,9,131,4,39,24,30,30
S,9,131,5,39,48,30,30
S,9,131,6,39,24,30,30
S,9,132,1,39,24,30,30
S,9,132,2,39,24,30,30
S,9,132,3,39,24,30,30
S,9,132,4,39,24,30,30
S,9,132,5,39,24,30,30
S,9,132,6,39,24,30,30
S,9,133,1,39,24,30,30
S,9,133,3,39,24,30,30
S,9,134,1,39,24,30,30
S,9,134,2,39,24,30,30
S,9,134,3,39,24,30,30
S,9,134,4,39,24,30,30
S,9,134,5,39,24,30,30
S,9,135,1,39,24,30,30
S,9,135,2,39,24,30,30
S,9,135,3,39,24,30,30
S,9,135,4,39,24,30,30
S,9,135,5,39,24,30,30
S,9,136,1,39,24,30,30
S,9,136,2,39,24,30,30
S,9,136,3,39,24,30,30
S,9,136,4,39,24,30,30
S,9,136,5,39,24,30,30
S,9,137,1,39,24,30,30
S,9,137,3,39,24,30,30
S,9,137,4,39,24,30,30
S,9,137,5,39,24,30,30
S,9,137,6,39,24,30,30
S,9,138,2,39,24,30,30
S,9,138,4,39,24,30,30
S,9,138,5,39,24,30,30
S,9,138,6,39,24,30,30
S,9,139,1,39,24,30,30
S,9,139,2,39,24,30,30
S,9,139,3,39,24,30,30
S,9,139,4,39,24,30,30
S,9,139,5,39,24,30,30
S,9,139,6,39,24,30,30
S,9,140,1,39,24,30,30
S,9,140,2,39,24,30,30
S,9,140,3,39,24,30,30
S,9,140,4,39,48,30,30
S,9,140,5,39,24,30,30
S,9,141,1,39,24,30,30
S,9,141,2,39,24,30,30
